Trading Event,Trading Event Date,GDT-AMF Price Index,GDT-SMP Price Index,GDT-WMP Price Index,GDT Price Index,% Change AMF,% Change SMP,% Change WMP,% Change GDT
194,15-08-2017,1761.18,766.199,1067.24,1062.62,-0.012,0.003,-0.006,-0.0044
195,05-09-2017,1825.44,756.714,1050.23,1065.84,0.036,-0.012,-0.016,0.003
196,19-09-2017,1922.08,747.95,1056.8,1075.16,0.053,-0.012,0.006,0.0087
197,03-10-2017,1856.72,737.655,1027.9,1049.6,-0.034,-0.014,-0.027,-0.0238
198,17-10-2017,1952.53,696.564,1023.22,1039.11,0.052,-0.056,-0.005,-0.01
199,07-11-2017,1961.37,704.851,966.923,1002.97,0.005,0.012,-0.055,-0.0348
200,21-11-2017,1961.13,658.808,941.259,969.086,0,-0.065,-0.027,-0.0338
201,05-12-2017,1948.52,689.729,957.24,972.972,-0.006,0.047,0.017,0.004
202,19-12-2017,1818.19,656.947,933.54,934.701,-0.067,-0.048,-0.025,-0.0393
203,02-01-2018,1815.4,667.723,972.854,955.082,-0.002,0.016,0.042,0.0218
204,16-01-2018,1855.39,710.884,1022.22,1002.22,0.022,0.065,0.051,0.0494
205,06-02-2018,1864.05,762.057,1100.39,1061.22,0.005,0.072,0.076,0.0589
206,20-02-2018,1829.42,738.846,1103.47,1055.45,-0.019,-0.03,0.003,-0.0054
207,06-03-2018,1770.05,779.748,1094.1,1049.15,-0.032,0.055,-0.008,-0.006
208,20-03-2018,1769.19,712.773,1095.23,1036.49,0,-0.086,0.001,-0.0121
209,03-04-2018,1645.06,699.707,1112.72,1029.95,-0.07,-0.018,0.016,-0.0063
210,17-04-2018,1732,724.734,1122.72,1057.39,0.053,0.036,0.009,0.0266
211,01-05-2018,1699.51,750.686,1105.35,1045.83,-0.019,0.036,-0.015,-0.0109
212,15-05-2018,1797.51,773.108,1107.07,1065.36,0.058,0.03,0.002,0.0187
213,05-06-2018,1766.66,775.774,1094.41,1051.39,-0.017,0.003,-0.011,-0.0131
214,19-06-2018,1722.85,766.999,1083.85,1038.34,-0.025,-0.011,-0.01,-0.0124
215,03-07-2018,1693.85,731.977,1004.54,986.331,-0.017,-0.046,-0.073,-0.0501
216,17-07-2018,1605.72,737.503,1019.98,969.624,-0.052,0.008,0.015,-0.0169
217,07-08-2018,1625.67,735.411,1020.81,969.942,0.012,-0.003,0.001,0.0003
218,21-08-2018,1513.4,726.098,999.134,934.947,-0.069,-0.013,-0.021,-0.0361
219,04-09-2018,1515.81,742.369,977.283,928.104,0.002,0.022,-0.022,-0.0073
220,18-09-2018,1506.81,734.385,959.466,915.583,-0.006,-0.011,-0.018,-0.0135
221,02-10-2018,1441.14,732.157,947.593,897.875,-0.044,-0.003,-0.012,-0.0193
222,16-10-2018,1455.05,731.914,939.042,895.604,0.01,0,-0.009,-0.0025
223,06-11-2018,1435.89,740.762,911.799,877.339,-0.013,0.012,-0.029,-0.0204
224,20-11-2018,1301.5,729.119,895.736,846.455,-0.094,-0.016,-0.018,-0.0352
225,04-12-2018,1351.82,731.28,918.375,865.026,0.039,0.003,0.025,0.0219
226,18-12-2018,1406.13,756.415,920.74,879.462,0.04,0.034,0.003,0.0167
227,02-01-2019,1461.26,816.391,932.202,904.272,0.039,0.079,0.012,0.0282
228,15-01-2019,1508.24,900.17,960.28,941.801,0.032,0.103,0.03,0.0415
229,06-02-2019,1595.16,935.534,1040.6,1004.93,0.058,0.039,0.084,0.067
230,19-02-2019,1605.89,961.331,1044.17,1014.43,0.007,0.028,0.003,0.0095
231,05-03-2019,1667.8586,919.7439,1106.4391,1047.875,0.039,-0.043,0.06,0.033
232,19-03-2019,1616.96,897.429,1150.39,1067.77,-0.031,-0.024,0.04,0.019
233,02-04-2019,1677.03,913.932,1135.26,1076.27,0.037,0.018,-0.013,0.008
234,16-04-2019,1746.85,916.04,1127.4,1081.68,0.042,0.002,-0.007,0.005
235,07-05-2019,1771.07,941.961,1121.36,1085.91,0.014,0.028,-0.005,0.0039
236,21-05-2019,1746.34,946.537,1097.43,1073.41,-0.014,0.005,-0.021,-0.0115
237,04-06-2019,1646.68,908.482,1081.13,1036.55,-0.057,-0.04,-0.015,-0.0343
238,18-06-2019,1591.81,876.501,1034.94,996.845,-0.033,-0.035,-0.043,-0.0383
239,02-07-2019,1561.35,904.38,1035.04,992.672,-0.019,0.032,0,-0.0042
240,16-07-2019,1588.01,938.658,1072.31,1019.87,0.017,0.038,0.036,0.0274
241,06-08-2019,1507.16,923.597,1053.99,993.67,-0.051,-0.016,-0.017,-0.0257
242,20-08-2019,1451.66,921.199,1075.7,992.019,-0.037,-0.003,0.021,-0.0017
243,03-09-2019,1429.58,927.87,1066.87,988.343,-0.015,0.007,-0.008,-0.0037
244,17-09-2019,1437.99,959.829,1087.03,1007.81,0.006,0.034,0.019,0.0197
245,01-10-2019,1437.7,985.974,1084.37,1010.16,0,0.027,-0.002,0.0023
246,15-10-2019,1449.85,1010.03,1083.89,1015.27,0.008,0.024,0,0.0051
247,05-11-2019,1487.07,1078.11,1123.39,1052.45,0.026,0.067,0.036,0.0366
248,19-11-2019,1464.71,1113.24,1147.77,1070.53,-0.015,0.033,0.022,0.0172
249,03-12-2019,1389.47,1133.86,1148.59,1064.77,-0.051,0.019,0.001,-0.0054
250,17-12-2019,1385.69,1062.91,1071.81,1010.75,-0.003,-0.063,-0.067,-0.0507
251,07-01-2020,1417.39,1119.96,1090.02,1039.07,0.023,0.054,0.017,0.028
252,21-01-2020,1380.45,1127.58,1115.99,1056.26,-0.026,0.007,0.024,0.0165
253,04-02-2020,1318.35,1079.77,1046.85,1006.56,-0.045,-0.042,-0.062,-0.0471
254,18-02-2020,1246.1,1051.83,1019.6,977.661,-0.055,-0.026,-0.026,-0.0287
255,03-03-2020,1224.61,1018.67,1014.05,965.825,-0.017,-0.032,-0.005,-0.0121
256,17-03-2020,1236.85,935.758,971.407,928.596,0.01,-0.081,-0.042,-0.0385
257,07-04-2020,1241.69,928.359,991.672,939.735,0.004,-0.008,0.021,0.012
258,21-04-2020,1154.2,882.554,952.615,900.651,-0.07,-0.049,-0.039,-0.0416
259,05-05-2020,1126.3,883.069,954.004,893.303,-0.024,0.001,0.001,-0.0082
260,19-05-2020,1156.54,942.408,949.486,902.24,0.027,0.067,-0.005,0.01
261,02-06-2020,1123.01,937.609,969.345,902.726,-0.029,-0.005,0.021,0.0005
262,16-06-2020,1132.4,966.936,990.871,919.474,0.008,0.031,0.022,0.0186
263,07-07-2020,1130.69,1000.95,1129.13,995.909,-0.002,0.035,0.14,0.0831
264,21-07-2020,1098.92,995.686,1135.71,988.865,-0.028,-0.005,0.006,-0.0071
265,04-08-2020,1131.51,949.443,1050.68,938.539,0.03,-0.046,-0.075,-0.0509
266,18-08-2020,1098.86,960.334,1028.04,922.429,-0.029,0.011,-0.022,-0.0172
267,01-09-2020,1092.84,977.809,1007.34,913.483,-0.005,0.018,-0.02,-0.0097
268,15-09-2020,1114.91,1059.52,1039.73,946.732,0.02,0.084,0.032,0.0364
269,06-10-2020,1174.91,1050.35,1057.39,967.098,0.054,-0.009,0.017,0.0215
270,20-10-2020,1169.52,1047.79,1060.86,971.436,-0.005,-0.002,0.003,0.0045
271,03-11-2020,1139.14,1001.5,1039.92,952.261,-0.026,-0.044,-0.02,-0.0197
272,17-11-2020,1185.94,1026.1,1058.17,969.517,0.041,0.025,0.018,0.0181
273,01-12-2020,1217.22,1063.1,1111.29,1011.64,0.026,0.036,0.05,0.0435
274,15-12-2020,1239.79,1075.8,1116.54,1024.35,0.019,0.012,0.005,0.0126
275,05-01-2021,1307.95,1120.19,1151.52,1064.77,0.055,0.041,0.031,0.0395
276,19-01-2021,1533.49,1198.6,1176.86,1116.23,0.172,0.07,0.022,0.0483
277,02-02-2021,1553.52,1181.06,1204.22,1136.32,0.013,-0.015,0.023,0.018
278,16-02-2021,1570.37,1184.08,1256.6,1170.11,0.011,0.003,0.043,0.0297
279,02-03-2021,1686.77,1225.04,1520.38,1345.81,0.074,0.035,0.21,0.1502
280,16-03-2021,1748.54,1234.2,1425.64,1295.16,0.037,0.007,-0.062,-0.0376
281,06-04-2021,1762.24,1241.52,1425.76,1298.98,0.008,0.006,0,0.0029
282,20-04-2021,1704.41,1241.75,1432.12,1298.06,-0.033,0,0.004,-0.0007
283,04-05-2021,1632.95,1267.13,1442.62,1289.57,-0.042,0.02,0.007,-0.0065
284,18-05-2021,1630.88,1275.82,1440.13,1287.37,-0.001,0.007,-0.002,-0.0017
285,01-06-2021,1617.69,1269.99,1432.74,1275.64,-0.008,-0.005,-0.005,-0.0091
286,15-06-2021,1627.21,1248.61,1406.65,1259.17,0.006,-0.017,-0.018,-0.0129
287,06-07-2021,1612.72,1161.68,1364.1,1214.25,-0.009,-0.07,-0.03,-0.0357
288,20-07-2021,1608.63,1101.81,1312.81,1179.04,-0.003,-0.052,-0.038,-0.029
289,03-08-2021,1629.87,1118.44,1263.25,1167.09,0.013,0.015,-0.038,-0.0101
290,17-08-2021,1654.99,1130.2,1244.18,1170.24,0.015,0.011,-0.015,0.0027
291,07-09-2021,1705.92,1212.34,1285.16,1216.8,0.031,0.073,0.033,0.0398
292,21-09-2021,1705.6076,1223.7572,1313.9097,1229.1467,0,0.009,0.022,0.0101
293,05-10-2021,1712.3696,1230.1503,1308.2606,1229.3692,0.004,0.005,-0.004,0.0002
294,19-10-2021,1754.67,1261.05,1327.71,1256.33,0.025,0.025,0.015,0.0219
295,02-11-2021,1828.0446,1343.8883,1363.163,1310.3079,0.042,0.066,0.027,0.043
296,16-11-2021,1852.55,1362.44,1388.93,1334.79,0.013,0.014,0.019,0.0187
297,07-12-2021,1907.65,1380.13,1396.76,1353.72,0.03,0.013,0.006,0.0142
298,21-12-2021,1924.54,1388.34,1351.18,1332.92,0.009,0.006,-0.033,-0.0154
299,04-01-2022,1910.61,1402.04,1351.31,1336.31,-0.007,0.01,0,0.0025
300,18-01-2022,1922.85,1472.55,1426.95,1397.31,0.006,0.05,0.056,0.0456
301,01-02-2022,1949.47,1503.03,1509.55,1455.09,0.014,0.021,0.058,0.0414
302,15-02-2022,1972.99,1593.21,1572.98,1516.07,0.012,0.06,0.042,0.0419
303,01-03-2022,2015.15,1668.68,1662.3,1593.39,0.021,0.047,0.057,0.051
304,15-03-2022,2023.18,1694.68,1626.96,1578.82,0.004,0.016,-0.021,-0.0091
305,05-04-2022,1972.26,1712.42,1601.89,1563.64,-0.025,0.01,-0.015,-0.0096
306,19-04-2022,1946.74,1640.5,1532.08,1506.67,-0.013,-0.042,-0.044,-0.0364
307,03-05-2022,1711.16,1533.55,1431.76,1379.12,-0.121,-0.065,-0.065,-0.0847
308,17-05-2022,1720.58,1524.76,1361.57,1339.59,0.006,-0.006,-0.049,-0.0287
309,07-06-2022,1766.31,1570.99,1357.74,1359.44,0.027,0.03,-0.003,0.0148
310,21-06-2022,1683.99,1586.75,1349.6,1342.39,-0.047,0.01,-0.006,-0.0125
311,05-07-2022,1631.56,1503.99,1305.63,1287.45,-0.031,-0.052,-0.033,-0.0409
312,19-07-2022,1597.36,1373.92,1238.8,1223.22,-0.021,-0.086,-0.051,-0.0499
313,02-08-2022,1575.15,1301.73,1163.84,1162.52,-0.014,-0.053,-0.061,-0.0496
